feature,importance
value,14.393683942588611
GW,9.71948133008369
minutes_season_avg,6.919322582945254
position,6.452900889854334
influence_season_avg,5.651534903006647
bps_season_avg,5.318745888320032
minutes_roll10,4.713084432590983
total_points_season_avg,4.045768869527474
games_since_start,3.7780134227496993
creativity_roll10,2.196309758177564
minutes_trend,2.029104226507007
us_xg_roll10,1.7201347203676072
team,1.5488297656276224
ict_index_roll5,1.4334630368125687
us_npxg_roll10,1.329872640601867
influence_roll10,1.2957382215444493
total_points_roll10,1.211006841739112
total_points_roll3,1.1445801375265705
fdr_gw3,1.072826769902778
ict_index_roll10,1.037123390600767
creativity_season_avg,0.9274851972622419
minutes_lag1,0.8925148418366553
ict_index_roll3,0.8113571472298683
us_xa_roll3,0.8086492460432588
fdr_defence_gw3,0.7850235641702695
bps_roll10,0.7636506941489556
minutes_roll5,0.7419100316678224
threat_season_avg,0.7390622496331039
was_home_gw3,0.7064148130015656
us_xa_roll5,0.7050964737364156
minutes_roll3,0.6988778333826249
us_xa_roll10,0.6981557755949817
us_key_passes_lag1,0.6869962235535846
creativity_roll5,0.6414195738033831
us_time_lag1,0.6091116644217899
played_lag1,0.6062322053542986
us_xgchain_roll10,0.5568204212875817
season,0.5365247758304472
influence_lag1,0.5002239602019636
us_key_passes_roll3,0.4665452731009072
us_shots_lag1,0.4620575334016128
expected_assists_season_avg,0.44312018351355437
opponent_gw3,0.4134208807072994
us_npxg_roll5,0.4089050498368692
us_xgbuildup_roll10,0.40718070637495296
creativity_roll3,0.4016180716373228
influence_roll5,0.39758639012325714
total_points_roll5,0.35619649083459254
fdr_attack_gw3,0.3523828509927377
us_xg_roll5,0.34946390132925215
opponent_gw2,0.29776936079233757
bps_lag1,0.2868727963055299
us_time_roll10,0.2607165579987477
us_time_roll5,0.2519706324933974
threat_roll10,0.21673908701260391
opponent_team,0.21554554422970468
us_xgbuildup_roll3,0.21505868722638796
ict_index_lag1,0.20271841822107708
fdr_defence_gw2,0.17477946013012519
us_shots_roll5,0.16309455721355776
us_shots_roll10,0.15920881338266907
points_momentum,0.15731330586251768
fdr_attack_gw2,0.15054811797622758
expected_goals_season_avg,0.14613113126049376
us_xa_lag1,0.13513167266500226
us_time_roll3,0.13400944421588373
expected_goals_conceded_lag1,0.11594010893305982
influence_roll3,0.11325849648170906
expected_goal_involvements_roll10,0.09795489946208437
us_npxg_roll3,0.09700293150983261
us_xgchain_roll5,0.08805929795994683
expected_goals_roll10,0.08482282320178683
bps_roll3,0.0789264797901926
bonus_roll10,0.07890601351939111
expected_goals_conceded_roll10,0.06741206903818887
fdr_gw2,0.06508932946728707
xg_momentum,0.06302538678328869
threat_roll5,0.0589081537424505
bps_momentum,0.05729509056255803
us_key_passes_roll10,0.055624102492251505
bps_roll5,0.055217703164985116
bonus_roll5,0.053467946824975694
total_points_lag1,0.05345650406675783
us_xgbuildup_roll5,0.04515538024353742
expected_goals_conceded_roll5,0.044957133188384686
starts_roll3,0.03919031513778018
expected_goal_involvements_lag1,0.03828637133134837
expected_assists_roll10,0.034658116758512256
expected_goal_involvements_roll5,0.03193153718645008
expected_goals_roll3,0.030060207834971552
expected_assists_roll5,0.02994259472956116
starts_roll5,0.02765271653594241
us_shots_roll3,0.027191596732080228
us_xgbuildup_lag1,0.02612510416221061
starts_lag1,0.0254320800392681
starts_roll10,0.022074589505310924
creativity_lag1,0.02059957237986417
us_key_passes_roll5,0.019360715341110807
expected_goal_involvements_roll3,0.019029163072471815
was_home,0.017817398739954887
expected_goals_roll5,0.01634938685009567
us_xgchain_roll3,0.01585193232507004
expected_assists_roll3,0.015767927461295947
us_xgchain_lag1,0.015157023649393872
expected_goals_conceded_roll3,0.014965647715116626
threat_roll3,0.013776332187837565
us_npxg_lag1,0.012770335049458152
us_xg_roll3,0.011324439733434015
us_xg_lag1,0.009714114709741144
expected_assists_lag1,0.00948712377375909
consecutive_starts,0.007530971117769437
expected_goals_lag1,0.006652941370606888
threat_lag1,0.006166738988492257
bonus_roll3,0.005422673376615594
was_home_gw2,0.0020632415993146655
bonus_lag1,2.9858098503227454e-05
