feature,importance
value,15.393047132131649
GW,8.216786796266561
minutes_season_avg,7.534067300744288
influence_season_avg,5.2586287128085925
total_points_season_avg,4.876288585111332
position,4.339302339673209
minutes_roll10,3.318217206719534
creativity_roll10,3.0715589454731536
bps_season_avg,2.8607983417913743
minutes_trend,2.593525113669224
ict_index_roll5,2.4029924712765647
games_since_start,2.285358718589076
influence_roll10,1.9856608670819913
bps_roll10,1.6025350573486161
us_npxg_roll10,1.46376530908499
total_points_roll10,1.3574495279666239
fdr_gw3,1.307300013627321
us_xg_roll10,1.290099291294391
ict_index_roll3,1.229220197086122
ict_index_roll10,1.228280054055202
creativity_season_avg,1.109501469812945
minutes_lag1,1.1044672375976206
total_points_roll3,0.9899461200691352
us_shots_roll5,0.9774409552893986
threat_season_avg,0.9557975280772859
us_time_lag1,0.9309041950232281
played_lag1,0.8360089877456095
was_home_gw3,0.7687383811009507
us_xa_roll3,0.7433678156620602
minutes_roll3,0.7176018434548964
us_shots_roll10,0.714388089594431
us_npxg_lag1,0.6968929247980152
us_shots_roll3,0.639017428140596
fdr_defence_gw3,0.6335794691990568
team,0.6103123535360606
minutes_roll5,0.606017947731846
us_key_passes_lag1,0.5977055489494982
us_xgchain_roll5,0.5446568362016712
us_key_passes_roll3,0.5338167909578859
us_xg_roll5,0.5333080923624806
bps_roll5,0.5132466410757371
creativity_roll5,0.4960691607980738
us_npxg_roll5,0.47663203604151116
us_key_passes_roll10,0.44785974761107056
us_time_roll10,0.4404121243226773
ict_index_lag1,0.41773516177349335
influence_lag1,0.4020276113198949
fdr_attack_gw3,0.399201113502045
us_npxg_roll3,0.3769360898663009
creativity_roll3,0.3760643681951872
us_xgchain_roll10,0.3429656019055951
bps_lag1,0.32760432203218953
bps_momentum,0.3227362714618565
threat_roll10,0.3113297072238964
us_time_roll3,0.2994452361853354
us_shots_lag1,0.28197209858414735
us_xgbuildup_roll10,0.2349875500484354
opponent_gw2,0.23194041663414913
season,0.21521914030908007
opponent_gw3,0.20896658741839785
points_momentum,0.20488499579368974
us_xgbuildup_roll5,0.19291249944466313
influence_roll3,0.17445080793754317
us_time_roll5,0.1553866351824269
threat_roll5,0.15464630778292335
expected_goal_involvements_roll10,0.14220100847468384
us_xa_lag1,0.1360034890855368
total_points_roll5,0.1348545250904068
bonus_roll10,0.13071128085027847
us_xgbuildup_roll3,0.13048418760094063
bps_roll3,0.12392361952531732
starts_roll5,0.12196041759934641
influence_roll5,0.12086747751085615
total_points_lag1,0.11334061657624508
expected_assists_season_avg,0.11318202566702583
fdr_defence_gw2,0.11095718248331929
expected_goals_conceded_lag1,0.10860152062746606
expected_goals_conceded_roll10,0.10180280772033276
us_xgbuildup_lag1,0.0880280924571459
expected_assists_roll5,0.0878528191725696
fdr_attack_gw2,0.08557369737403041
us_xa_roll10,0.08471158866138032
expected_goals_season_avg,0.0833117549160611
us_xgchain_roll3,0.07548505702730773
us_key_passes_roll5,0.06438428769475775
bonus_roll5,0.0634637019221769
starts_roll3,0.061146883159171696
expected_goals_conceded_roll5,0.05610527298479661
starts_roll10,0.05511649030603351
us_xa_roll5,0.0547838904621884
us_xgchain_lag1,0.05364883100729455
expected_assists_roll10,0.05298704031363959
expected_goals_roll10,0.05136063139387722
expected_goal_involvements_roll3,0.04536139475351974
expected_goal_involvements_roll5,0.04520763003071512
threat_roll3,0.04405916032449091
fdr_gw2,0.03973114415355297
creativity_lag1,0.03699721229190042
expected_goals_roll5,0.036933678483834456
threat_lag1,0.03219683056790011
xg_momentum,0.029164935381160016
expected_goals_conceded_roll3,0.02723200026256747
expected_goal_involvements_lag1,0.024654121439072054
opponent_team,0.02254606556076258
consecutive_starts,0.021783445189454773
us_xg_lag1,0.021472321482973154
us_xg_roll3,0.021312888206809745
expected_goals_roll3,0.021295521637332056
expected_assists_lag1,0.017157134934198473
expected_assists_roll3,0.015333169297800587
expected_goals_lag1,0.011909445386721501
starts_lag1,0.008414907430667005
bonus_roll3,0.003154848775240725
was_home,0.0019945430232493904
bonus_lag1,0.0012531741670583692
was_home_gw2,0.0
