feature,importance
value,0.23706960395438517
played_lag1,0.17658501856176614
minutes_lag1,0.11976992757241425
minutes_roll3,0.0908603843356736
total_points_season_avg,0.086231540190884
us_time_lag1,0.08243955801448276
minutes_season_avg,0.07126534080992819
total_points_roll10,0.06631791939231746
total_points_roll5,0.06314619293070388
minutes_roll10,0.04730331563613272
total_points_roll3,0.046411489066488884
minutes_roll5,0.04381624149149122
us_xgchain_roll10,0.03668455183681941
bps_season_avg,0.03389651963390777
was_home_gw2,0.029522055538298016
ict_index_roll10,0.025949535851030558
us_time_roll3,0.025816683643107408
threat_season_avg,0.02541743436163132
bps_roll3,0.023147660228616824
minutes_trend,0.022701228833953938
us_time_roll10,0.020974105694479963
was_home,0.019838158945077303
influence_roll10,0.017192320074144684
bonus_roll3,0.01644748606679271
influence_season_avg,0.016279529409612133
threat_lag1,0.0159290801469899
total_points_lag1,0.015719670745700944
us_xa_roll10,0.014921888356655574
ict_index_roll5,0.01447121382603048
opponent_team,0.012280269843732802
creativity_season_avg,0.012055233685892713
us_shots_lag1,0.011917064491136848
bps_roll10,0.01151496089197045
bps_roll5,0.011375549630177912
us_time_roll5,0.010818608013461123
us_shots_roll10,0.010755351902161819
creativity_roll10,0.010067156840266498
bonus_roll10,0.009920248321556732
ict_index_roll3,0.009886758766463414
us_shots_roll5,0.008005827125451588
bonus_roll5,0.007926762314895369
influence_roll5,0.00789888499617448
games_since_start,0.007068323790059143
bonus_lag1,0.006725494351504513
position,0.005829204605598903
threat_roll3,0.005002576099748438
influence_roll3,0.0048205301841866745
team,0.004809196841641422
expected_assists_roll5,0.003628967664603047
us_xgchain_roll5,0.0028555338225723977
consecutive_starts,0.0019526310440844915
us_xa_roll5,0.0019006181218565474
us_shots_roll3,0.0016866407773014314
us_xgchain_lag1,0.0009455391079369926
bps_lag1,0.0009134297487011232
threat_roll10,0.0
us_xg_roll10,0.0
season,0.0
us_npxg_roll10,0.0
us_xgbuildup_roll10,0.0
fdr_defence_gw2,0.0
fdr_attack_gw3,0.0
fdr_attack_gw2,0.0
fdr_gw3,0.0
fdr_gw2,0.0
was_home_gw3,0.0
opponent_gw3,0.0
opponent_gw2,0.0
xg_momentum,0.0
bps_momentum,0.0
points_momentum,0.0
expected_goal_involvements_roll10,0.0
expected_assists_season_avg,0.0
expected_goals_season_avg,0.0
us_key_passes_roll10,0.0
expected_goals_conceded_roll10,0.0
creativity_roll5,0.0
expected_assists_roll10,0.0
us_xg_lag1,0.0
expected_assists_roll3,0.0
expected_goals_roll3,0.0
starts_roll3,0.0
us_key_passes_lag1,0.0
us_xgbuildup_lag1,0.0
us_npxg_lag1,0.0
us_xa_lag1,0.0
ict_index_lag1,0.0
expected_goals_conceded_roll3,0.0
creativity_lag1,0.0
influence_lag1,0.0
expected_goals_conceded_lag1,0.0
expected_goal_involvements_lag1,0.0
expected_assists_lag1,0.0
expected_goals_lag1,0.0
starts_lag1,0.0
expected_goal_involvements_roll3,0.0
creativity_roll3,0.0
expected_goals_roll10,0.0
expected_goals_conceded_roll5,0.0
starts_roll10,0.0
us_key_passes_roll5,0.0
us_xgbuildup_roll5,0.0
us_npxg_roll5,0.0
us_xg_roll5,0.0
threat_roll5,0.0
GW,0.0
expected_goal_involvements_roll5,0.0
us_xg_roll3,0.0
expected_goals_roll5,0.0
starts_roll5,0.0
us_key_passes_roll3,0.0
us_xgbuildup_roll3,0.0
us_xgchain_roll3,0.0
us_npxg_roll3,0.0
us_xa_roll3,0.0
fdr_defence_gw3,0.0
