feature,importance,importance_pct
value,0.26220960074976296,9.4791468910557
position,0.24840499426013754,8.98009616097484
total_points_season_avg,0.22910988569658852,8.282558130979906
team,0.1447629749007798,5.233330509435748
minutes_lag1,0.11515512269210701,4.162976184452356
opponent_team,0.08251802599209158,2.9831115538956694
was_home,0.05563474456698537,2.0112532664282856
us_time_lag1,0.055498180907235475,2.006316349598971
expected_goals_season_avg,0.052133770723104524,1.8846894593327497
bps_season_avg,0.04609183361159616,1.6662672153617295
threat_lag1,0.044554157958419785,1.6106786581709147
ict_index_roll5,0.044018206810798884,1.5913034726696913
minutes_roll3,0.03591658784733341,1.2984216102571036
season,0.035546991184101,1.2850603105518057
us_time_roll10,0.034827380761700055,1.2590456532746948
us_xgbuildup_roll10,0.03418152567243764,1.2356973271876688
ict_index_roll10,0.034134409884654326,1.2339940429753107
influence_roll3,0.03173351622143241,1.147199266436199
creativity_roll5,0.030668679281597347,1.1087043153022331
minutes_season_avg,0.030444308740340393,1.1005930893497171
expected_goal_involvements_roll10,0.02922939444396893,1.0566726873414811
threat_season_avg,0.028693815289784437,1.0373109497857795
total_points_roll10,0.028005660979343986,1.012433463325612
points_momentum,0.02724316601423846,0.9848684856998559
expected_goals_conceded_roll10,0.026797544069505026,0.9687587938353028
us_xgchain_roll3,0.025877563168196616,0.9355005375566142
creativity_season_avg,0.025499740767533655,0.921841868978596
us_time_roll5,0.025488612388626965,0.9214395666295813
influence_season_avg,0.024308544567782316,0.8787789005700279
expected_goals_conceded_lag1,0.023581879886146507,0.8525092245624675
GW,0.023410599710139524,0.8463172699458036
us_xgchain_roll10,0.022961008949364443,0.830064101297278
us_xgchain_lag1,0.02162576308831503,0.7817935894000397
us_time_roll3,0.02151149942097706,0.7776628402439819
influence_roll10,0.02105878066345312,0.7612965912941538
expected_assists_lag1,0.021055872855154357,0.7611914710319049
threat_roll5,0.020707853961171818,0.7486102298893598
influence_roll5,0.018940421420659312,0.6847157247925058
influence_lag1,0.018780705460417577,0.6789418284757868
us_xgchain_roll5,0.018609570139139917,0.6727551105066492
bps_roll3,0.01696482790822111,0.6132959863547426
bps_roll10,0.016708240905057403,0.604020102152296
xg_momentum,0.01666596555020857,0.6024918045715143
expected_goals_conceded_roll3,0.016550677537977645,0.5983240242934851
us_npxg_roll10,0.016525509784661024,0.5974141841124851
total_points_lag1,0.016394235849447217,0.5926684962684838
creativity_roll3,0.015499501788472394,0.560322939247842
us_xa_roll5,0.01462501171126701,0.5287092230723182
expected_goals_conceded_roll5,0.014229600490025012,0.5144147005307822
ict_index_lag1,0.014054203645785853,0.5080739241213124
expected_goal_involvements_roll5,0.01391461887022454,0.5030277908465682
expected_assists_roll10,0.013903342344256473,0.5026201328288357
creativity_roll10,0.013723774958931198,0.4961285870674525
us_xgbuildup_roll5,0.013343802917746379,0.4823922067725047
creativity_lag1,0.012908575604718002,0.4666582915405729
total_points_roll5,0.012871909927805129,0.4653327895897545
us_shots_roll10,0.012834607454531416,0.4639842667952034
bps_momentum,0.012564815889009862,0.4542310240755087
bps_lag1,0.012485306903669308,0.45135669243758686
expected_goals_lag1,0.012379652861519734,0.4475371900917311
expected_assists_roll3,0.012287203530012706,0.44419505162376804
bonus_roll10,0.011917379026859068,0.4308255152708617
threat_roll10,0.011868428356408313,0.42905589816190925
us_xgbuildup_lag1,0.011683509979237349,0.42237090853892423
us_shots_roll5,0.011565009028477,0.4180869772268167
us_xa_roll3,0.01143839857139074,0.4135098789160279
games_since_start,0.011346515331896043,0.4101882052568414
minutes_trend,0.011289544055262687,0.40812863498087004
us_xgbuildup_roll3,0.01116509562624094,0.4036296962094248
us_npxg_roll5,0.01083353181531312,0.391643323252233
minutes_roll5,0.010831814894565429,0.3915812548004253
ict_index_roll3,0.010711977684653694,0.3872490163449322
minutes_roll10,0.010700444428408376,0.38683207726349145
us_key_passes_roll10,0.01044033294266832,0.3774287793890792
us_xg_roll10,0.010305534814818525,0.37255568835475456
expected_assists_season_avg,0.010216673919125528,0.3693432755341097
expected_goals_roll5,0.010199894238165579,0.36873667280045846
expected_goal_involvements_lag1,0.009054747638802483,0.32733844483276836
