feature,importance,importance_pct
value,0.2941931951709024,10.39919995990481
position,0.2751537590068228,9.726190158712475
total_points_season_avg,0.20133507389562233,7.1168324990199165
team,0.18450653731315653,6.521974018857001
minutes_lag1,0.1189546350540908,4.204832254418313
opponent_team,0.10088509745486487,3.566106621868556
was_home,0.06500066160063174,2.297656399286872
expected_goals_conceded_lag1,0.059209137442217695,2.0929364438814457
us_time_lag1,0.053407215406766906,1.887848942236886
bps_season_avg,0.05304117641236959,1.8749101225825127
season,0.048574134499705414,1.7170082307590646
expected_goals_season_avg,0.044436587972266746,1.5707534077770129
threat_lag1,0.043411972653597204,1.5345351003663459
ict_index_roll10,0.03526691944369303,1.2466221288761214
us_time_roll10,0.03503601287613347,1.2384599972989032
us_xgbuildup_roll10,0.03472962079609094,1.2276295887143591
creativity_roll5,0.03251717122396012,1.1494234783098385
GW,0.0322167917722547,1.1388056053154731
influence_roll3,0.030796114892018236,1.088587234535652
us_time_roll5,0.030159327441352687,1.0660779442457042
minutes_roll3,0.02942498288632935,1.0401201859001423
points_momentum,0.02938942989009932,1.0388634514717505
ict_index_roll5,0.028813993411523183,1.0185228076255854
total_points_roll10,0.028801610770154144,1.0180851035394876
influence_season_avg,0.025516385043258573,0.9019582868482848
influence_roll10,0.02481132541529127,0.8770356979670947
minutes_season_avg,0.024798004614658514,0.8765648316395253
us_xgchain_roll10,0.024165759875678035,0.8542161180316652
expected_goals_conceded_roll10,0.024101599156808384,0.851948152096188
us_xgchain_roll3,0.0225315544684537,0.7964498981318094
creativity_season_avg,0.02204140117059912,0.779123861231345
games_since_start,0.02071534254980049,0.7322500756285554
us_xgchain_lag1,0.020682914518979963,0.7311038031030719
us_time_roll3,0.02046474318138616,0.7233918389842557
expected_goals_conceded_roll3,0.019921343546560586,0.7041836399047099
influence_roll5,0.018348869844415448,0.6485995246745815
bps_roll3,0.017857145673667942,0.6312179602446117
influence_lag1,0.01751154965180213,0.6190017628759322
total_points_lag1,0.01743486795787554,0.6162912030074635
threat_season_avg,0.016767545708989615,0.5927025625570046
expected_assists_lag1,0.016440688671754015,0.5811487545685483
us_xgchain_roll5,0.016366839301098644,0.5785383122300972
bps_roll10,0.01619481575038146,0.5724575893205085
us_npxg_roll10,0.016102391277055903,0.569190550534166
expected_goals_roll3,0.015940685769400963,0.5634745518763971
starts_roll10,0.015871723560820956,0.5610368619213879
expected_goals_conceded_roll5,0.015758165342663746,0.5570227832917946
creativity_roll3,0.015255823241718239,0.5392658941394933
us_xgbuildup_roll5,0.015021654124823706,0.5309884373152254
creativity_lag1,0.014835268490461554,0.5244000405976883
expected_assists_roll10,0.014469016796612087,0.5114537024004983
xg_momentum,0.01429958305001269,0.5054645244053396
threat_roll5,0.013993030688284044,0.49462845015166645
expected_goal_involvements_roll10,0.01393148106896676,0.49245278188590447
us_xgbuildup_roll3,0.013075224144267913,0.4621856406903927
bps_lag1,0.012724861831167342,0.44980096350494303
ict_index_lag1,0.012147379210843743,0.42938799223065416
us_xgbuildup_lag1,0.012048420877767243,0.42588999326176713
ict_index_roll3,0.01187578340482067,0.4197875693063077
expected_assists_roll3,0.011733235550352727,0.41474875920872406
us_xa_roll5,0.011569073068852685,0.40894591094759625
us_xa_roll3,0.011567419120863296,0.40888744686294953
bps_momentum,0.011521797878329042,0.4072748180485495
expected_goal_involvements_roll5,0.011081421751971791,0.3917083145714823
total_points_roll5,0.01103796101552997,0.39017205575896735
minutes_roll10,0.010742096571241205,0.379713780150663
minutes_roll5,0.010593722195934114,0.374469013027997
expected_assists_season_avg,0.010553195628792651,0.37303647181932714
creativity_roll10,0.01037660786252451,0.36679441210469454
expected_goal_involvements_lag1,0.010221300669663104,0.3613045823591797
expected_goals_lag1,0.009904846767035,0.35011850645551995
minutes_trend,0.009689861490857774,0.34251916387350145
threat_roll10,0.009549651635217402,0.3375629978265383
bonus_roll10,0.009529563238764195,0.3368529091670458
us_key_passes_roll10,0.009346750738750262,0.3303908163177852
us_shots_roll10,0.008472671077533014,0.2994936734637379
bps_roll5,0.008458572992571687,0.298995331534111
us_shots_roll5,0.008279485179325202,0.2926648996583825
us_xg_roll5,0.007949214866343143,0.2809904385155081
expected_goal_involvements_roll3,0.007837389623296255,0.2770376174370532
threat_roll3,0.0077425197238903745,0.2736841372400531
us_xa_roll10,0.007485357539093842,0.2645939168484101
expected_goals_roll5,0.006856707652160007,0.24237227479037823
us_npxg_roll5,0.006827975170702409,0.2413566332836186
us_npxg_roll3,0.00608521854132847,0.2151015232498279
expected_assists_roll5,0.005908020499825198,0.20883789140400777
consecutive_starts,0.005864465910753035,0.20729831506992638
expected_goals_roll10,0.005624352928976565,0.1988107533198596
total_points_roll3,0.005591414926372817,0.19764645420968724
us_xa_lag1,0.0054495731057208965,0.19263260113677916
us_xg_roll10,0.0052779233856078585,0.18656509246622605
us_xg_roll3,0.005211807040747318,0.1842279986717099
us_xg_lag1,0.005016626867138572,0.17732873082023162
us_key_passes_roll5,0.004810684884466879,0.17004905238749946
bonus_roll5,0.004678283286987936,0.16536889421322726
us_npxg_lag1,0.004262875059115511,0.15068496101033477
us_shots_roll3,0.004242092771016745,0.14995034453003897
us_key_passes_roll3,0.003950053687828607,0.13962728855175066
starts_roll5,0.002927398451044015,0.10347826650795793
bonus_roll3,0.002288781532062252,0.08090430780571214
us_shots_lag1,0.002193380628029369,0.07753205755085049
bonus_lag1,0.001977544114514727,0.06990262526101262
us_key_passes_lag1,0.0015854971609575682,0.056044471059505635
played_lag1,0.0015397433677513265,0.05442715681741571
starts_roll3,0.0015115710376381948,0.05343131565252162
starts_lag1,0.0007882924961572808,0.02786472096905542
