feature,importance
value,14.166181221006346
GW,6.9333572480737224
minutes_season_avg,6.656835240729172
influence_season_avg,5.207381389777462
minutes_trend,4.047411817917799
total_points_season_avg,4.015510225649182
bps_roll10,3.9018701439451
position,3.8801443255918047
bps_season_avg,3.204971028794023
ict_index_roll10,2.75282379915068
total_points_roll10,2.591650144612854
games_since_start,2.1262875029779904
minutes_roll10,2.0551523789033395
us_xa_roll10,1.9167358540332262
creativity_roll10,1.8532146213830027
played_lag1,1.8261997541976893
minutes_roll3,1.6606567610950156
ict_index_roll5,1.4804542880097136
creativity_roll5,1.4012418892418566
total_points_roll3,1.3465068757186542
fdr_gw2,1.276917322441709
influence_roll10,1.211711056369632
minutes_roll5,1.1618911517668056
ict_index_lag1,1.106260747810425
us_shots_roll10,1.0837334836419836
us_npxg_roll5,0.8453244994251348
creativity_roll3,0.8313966444476434
total_points_roll5,0.8213270070307493
minutes_lag1,0.8033624844340709
creativity_season_avg,0.7815370094997438
influence_roll5,0.7657503014488227
ict_index_roll3,0.7519762158739779
was_home_gw2,0.7307793304696708
team,0.7037826135729252
threat_roll10,0.6590293536649481
fdr_defence_gw2,0.6569720125713309
us_xg_roll5,0.6555761523253161
us_xgbuildup_lag1,0.6550943061374064
us_time_roll10,0.6453734167139753
threat_season_avg,0.6250319268997734
bps_momentum,0.5509047986284457
us_time_roll5,0.5038086401550351
influence_roll3,0.47095835554446597
us_shots_lag1,0.46998382043624143
us_time_lag1,0.4462075585072206
us_xa_roll5,0.4396852826136046
us_xa_lag1,0.42224631040126204
fdr_attack_gw2,0.3941077341716042
us_key_passes_lag1,0.3816640778677065
us_time_roll3,0.3261760419696672
us_xg_roll3,0.313842223117527
us_xgbuildup_roll10,0.28988716267299436
opponent_gw2,0.2546592479669186
us_xgchain_roll5,0.2440570190044275
us_xg_roll10,0.23896472388442663
bps_roll3,0.22763642084196956
season,0.19072746710441002
us_npxg_roll10,0.17981769428561664
expected_goal_involvements_roll10,0.17364696658805606
points_momentum,0.17288159766319652
bonus_roll10,0.1547144110567162
us_xg_lag1,0.14298772072763233
us_xgchain_roll10,0.13669785332431172
bps_lag1,0.13178165656837026
expected_assists_season_avg,0.12870677058127583
opponent_gw3,0.1269509001754584
influence_lag1,0.12498655682572755
us_npxg_roll3,0.12455391770637625
us_xa_roll3,0.11674337792167944
total_points_lag1,0.11578227416240454
expected_goals_roll10,0.11238653126952938
expected_goal_involvements_roll5,0.10680425271480817
starts_lag1,0.10269653604876391
xg_momentum,0.08774573895174025
us_key_passes_roll10,0.08052938684859466
us_key_passes_roll3,0.07665820486982514
fdr_attack_gw3,0.07646747152262032
threat_roll5,0.07570137791918338
fdr_defence_gw3,0.07151598232532823
us_shots_roll5,0.0695087604275256
starts_roll3,0.06791742191269581
bps_roll5,0.06733428263163024
expected_assists_roll5,0.06675130424937699
expected_goals_conceded_roll10,0.06640017047326904
starts_roll5,0.06432779600180219
us_xgbuildup_roll3,0.06355782379918465
expected_goals_season_avg,0.06346347691158527
us_xgchain_roll3,0.05300232360868888
us_xgbuildup_roll5,0.0505430000683572
us_xgchain_lag1,0.05049184733976174
creativity_lag1,0.049634007037502606
expected_assists_roll10,0.04565442813899529
expected_goal_involvements_lag1,0.04534209957377508
expected_goals_conceded_lag1,0.04500018922597839
was_home_gw3,0.04495714744147833
starts_roll10,0.04197563816805951
threat_roll3,0.03876509945964836
expected_goal_involvements_roll3,0.03762970959326871
expected_goals_conceded_roll3,0.03647625164078665
us_key_passes_roll5,0.03634028354728174
expected_assists_roll3,0.03479986209232148
expected_goals_conceded_roll5,0.03430351057116376
us_npxg_lag1,0.031899322894383096
expected_goals_roll3,0.028190296101600103
threat_lag1,0.026290492418014334
expected_goals_lag1,0.0254442640188273
expected_goals_roll5,0.023916777966621935
us_shots_roll3,0.022963341647105104
fdr_gw3,0.019317370599956713
bonus_roll5,0.016463246293708215
opponent_team,0.016387013944206275
expected_assists_lag1,0.013753451213613366
bonus_roll3,0.006374745535544611
consecutive_starts,0.006114266851388026
bonus_lag1,0.005021364301064314
was_home,0.0
